name,img_link,description,tags,ingredients,recipe,about
Kalimotxo,/media/k2/items/cache/e2ead9c1349a48396463990fe7b55a21_S.jpg,Le cocktail Kalimotxo (ou Calimocho) : une recette espagnole à base de Vin rouge et Cola.,Direct au verre; Cola; Vin rouge,50% de vin rouge; 50% de cola,Insérer directement dans un verre rempli de glaçons le vin rouge puis le cola.; Insérer une rondelle ou un quartier de citron.,"Le cocktail Kalimotxo (écrit Calimocho en français) est un cocktail très populaire en Espagne, il est consommé dans de nombreux bars mais surtout lors du Botellón."
Gin Tonic,/media/k2/items/cache/4d8c9898b5bb88437f053c8b957f47f3_S.jpg,Gin Tonic : un cocktail autrefois utilisé pour combattre le scorbut et la malaria !,Direct au verre; Cocktail classique; Gin; Tonic,5 cl de gin; 10 cl de tonic (Schweppes...),Remplir un verre de glaçons.; Verser le gin puis le tonic.; Remuer à l'aide d'une cuillère à mélange.; Garnir avec du citron vert.,"Le Gin Tonic trouve ses racines dans l’Empire britannique, lorsque les soldats et colons stationnés en Inde cherchaient un moyen efficace de lutter contre le paludisme. À l’époque, la quinine, extraite de l’écorce du quinquina, était le principal traitement contre cette maladie. Cependant, son goût était extrêmement amer.; Pour atténuer cette amertume, les Britanniques ont commencé à mélanger la quinine avec de l’eau gazeuse sucrée, créant ainsi la première version de l’eau tonique. C’est alors qu’ils eurent l’idée d’y ajouter du gin, un alcool déjà populaire en Angleterre, rendant ainsi la boisson plus agréable à boire. Ainsi naquit le Gin Tonic, un cocktail à la fois rafraîchissant et fonctionnel."
Virgin Spritz (sans alcool),/media/k2/items/cache/42a35505dabe860dcdeb51f92d5be768_S.jpg,Le cocktail Virgin Spritz : la version sans alcool du célèbre Spritz italien.,Direct au verre; Vin blanc sans alcool; Venezzio bitter,6 cl de Venezzio Bitter; 6 cl de vin blanc pétillant sans alcool,Insérer quelques glaçons dans un grand verre à vin.; Verser directement dans le verre le Venezzio Bitter et le vin blanc pétillant sans alcool.; Remuer à l'aide d'une cuillère à mélange.; Insérer une rondelle d'orange dans le verre.,"Le cocktail Virgin Spritz est la version sans alcool du fameux Spritz. Le Venezzio Bitter avec sa petite amertume vient remplacer l'Apérol d'origine, et le vin blanc pétillant sans alcool (que l'on trouve facilement en grande surface) vient quant à lui remplacer le Prosecco.; Très simple à réaliser et à la portée de tous, il se prépare directement au verre, dans un grand verre à vin."
TGV,/media/k2/items/cache/0ef95987526970d668cbb7995fe36b10_S.jpg,"Le TGV : le shooter qui mélange Tequila, Gin et Vodka.",Vodka; Gin; Tequila,1/3 de tequila; 1/3 de gin; 1/3 de vodka,"Dans un verre à shooter, verser directement la tequila, le gin et la vodka.","Le cocktail TGV (tequila gin vodka) peut se consommer sec, avec une simple tranche de citron, ou complété d'eau gazeuse, cola ou autre soda. À consommer avec modération..."
Jäger Bomb,/media/k2/items/cache/3f4808b525a42a0bb340252b3c0de1d3_S.jpg,Le Jäger Bomb : la recette d'un shooter de Jägermeister à plonger dans un verre de boisson énergisante.,Boisson énergisante; Jägermeister,1 shooter de Jägermeister; 1 verre de boisson énergisante (Red Bull...),Remplir le verre à shot de Jägermeister.; Insérer la boisson énergisante dans un verre jusqu'au 2/3 .; Plonger le shot entier (verre y compris) dans le verre contenant la boisson énergisante.,"D'origine incertaine, le cocktail Jäger Bomb (ou Jägerbomb) est aussi appelé Perla Negra dans les pays hispaniques, à l'origine c'est de la bière qui était utilisée à la place de la boisson énergisante.; Le Jagermeister est une liqueur à base d'herbes et épices."
Bahama Mama,/media/k2/items/cache/de2df791682f079f8397226a3ff38bc7_S.jpg,Le cocktail Bahama Mama : une recette tiki fruitée et exotique.,Au shaker; Jus d’orange; Sirop de grenadine; Rhum; Jus d’ananas; Liqueur / crème de banane; Malibu coco,"3 cl de rhum; 1,5 cl de Malibu Coco; 1,5 cl de liqueur de banane; 4 cl de jus d'ananas; 4 cl de jus d'orange; 1 cl de sirop de grenadine",Frapper au shaker avec quelques glaçons tous les ingrédients.; Filtrer dans un verre rempli de glace.; Décorer avec un quartier d'ananas.,Le cocktail Bahama Mama est un long drink tiki du 20ème siècle dont les ingrédients communs sont la plupart du temps dans la recette ci-dessus.
Litchi Sunrise,/media/k2/items/cache/litchi-sunrise_S.jpg,"Le Litchi Sunrise : Quand le Soho vient s'inviter dans un cocktail ""sunrise"" !",Direct au verre; Jus d’orange; Sirop de grenadine; Liqueur de litchi (Soho),6 cl de Soho; 8 cl de jus d'orange; 1 cl de sirop de grenadine,"Remplir un verre de glaçons.; Verser directement dans le verre le Soho, le jus d'orange puis le sirop de grenadine.; Décorer avec une tranche d'orange ou un litchi sur le bord du verre.","Le cocktail Litchi Sunrise est la variante au Soho de la célèbre Tequila Sunrise. Comme tous les cocktails de la famille des ""sunrises"", le Litchi Sunrise est allongé au jus d'orange et au sirop de grenadine."
Planter's Punch (planteur),/media/k2/items/cache/a63cd9e38964634741a5a3fe89055308_S.jpg,"Le cocktail Planter's Punch : une recette d'origine jamaïcaine aussi appelée ""Punch Planteur"".",Cocktail classique; Au shaker; Jus de citron; Sirop de sucre; Rhum ambre,"4,5 cl de rhum ambré jamaïcain; 3 cl de jus de citron vert; 1,5 cl de sirop de sucre; 6 cl d'eau plate","Frapper au shaker avec quelques glaçons le rhum, le jus de citron vert, le sirop de sucre et l'eau plate.; Filtrer dans un verre contenant quelques glaçons.; Garnir avec des fruits au choix.","L’histoire la plus répandue attribue l’invention du Planter’s Punch à la Jamaïque, où il aurait été préparé dès le 17ᵉ ou 18ᵉ siècle. Ce cocktail serait né sur les plantations de canne à sucre, d’où son nom ""Planter’s"" (propriétaire de plantation), en référence aux planteurs qui auraient créé ce mélange pour se désaltérer sous le soleil brûlant des tropiques."
Blue Margarita,/media/k2/items/cache/f84d217853d263e771f2d4ffc4c6fcef_S.jpg,Le cocktail Blue Margarita : la variante bleue de la célèbre Margarita mexicaine.,Au shaker; Jus de citron; Curacao bleu; Tequila,4 cl de tequila; 2 cl de curaçao bleu; 2 cl de jus de citron vert pressé et filtré,"Givrer de sel un verre à margarita. Pour cela, imbiber le bord du verre avec des quartiers du citron (ou le tremper dans du jus de citron), puis poser le bord du verre dans du sel.; Frapper avec quelques glaçons au shaker la tequila, le curaçao bleu et le jus de citron puis filtrer dans le verre.","Le cocktail Blue Margarita est la variante bleue de la célèbre Margarita, le curacao bleu remplace ici le Cointreau d'origine."
Hemingway Special,/media/k2/items/cache/9267284e7733f4bec00d2e114d3f3ba1_S.jpg,Le cocktail Hemingway Special : Il est aussi appelé Papa Doble en l'honneur du célèbre écrivain.,Cocktail classique; Au shaker; Jus de citron; Jus de pamplemousse; Rhum; Marasquin,"6 cl de rhum blanc; 1,5 cl de marasquin; 1,5 cl de jus de citron vert; 3 cl de jus de pamplemousse","Frapper au shaker avec quelques glaçons le rhum, le marasquin, les jus de citron et de pamplemousse.; Verser dans un verre en filtrant la glace.","L’histoire du Hemingway Special commence à La Havane, à Cuba, dans les années 1930. C’est au célèbre bar El Floridita, l’un des temples de la mixologie cubaine, que le cocktail voit le jour. À cette époque, le bar était déjà réputé pour son Daiquiri, un mélange classique de rhum, de citron vert et de sucre."
Sangria sans alcool,/media/k2/items/cache/0243cbf1978673fe443d7558de6ab4f0_S.jpg,"La vraie recette de la Sangria sans alcool, simple et rapide, pour les enfants et les adultes !",Direct au verre; Sirop de grenadine; Limonade; Jus de raisin,"3 litres de jus de raisin rouge; 1 litre de limonade; 0,5 litre de sirop de grenadine; Fruits selon votre envie (citrons, oranges, bananes, pommes, fraises...)","Remplir le quart d'un grand bol à punch de glaçons.; Verser le jus de raisin frais, la limonade et le sirop de grenadine.; Insérer les fruits découpés puis remuer le tout.; Vous pouvez laissez macérer quelques heures, dans quel cas il est préférable de n'inclure la limonade qu'après macération pour ne pas qu'elle perde son pétillant.","Voici la recette de la Sangria sans alcool, on remplace le vin d'origine par du jus de raisin rouge et le tour est joué, il ne vous reste plus qu'à vous faire plaisir en incluant tous les fruits que vous souhaitez 🙂."
Negroni,/media/k2/items/cache/3749aaa8ee129d7e919bddcc7e09cd36_S.jpg,Le cocktail Negroni : une recette de plus d'un siècle qui porte le nom de son créateur.,Direct au verre; Cocktail classique; Gin; Campari; Vermouth rouge,3 cl de vermouth rouge (Martini...); 3 cl de Campari; 4 cl de gin,"Remplir de glace un verre old fashioned.; Verser directement dans le verre le vermouth rouge, le Campari puis le gin.; Remuer à l'aide d'une cuillère à mélange puis insérer une demi-tranche d'orange.","La création du Negroni est attribuée au Comte Camillo Negroni, un aristocrate italien qui aurait inventé ce cocktail en 1919 dans le célèbre Caffè Casoni à Florence. Habitué à boire un Americano (un cocktail composé de Campari, de vermouth rouge et d’eau gazeuse), il demanda au barman, Fosco Scarselli, de le renforcer en remplaçant l’eau gazeuse par du gin.; Le résultat fut un cocktail plus intense et complexe, qui conquit rapidement la clientèle du café. La boisson prit alors le nom du comte, devenant le Negroni."
Mimosa,/media/k2/items/cache/f7abac252ae5ed68121b92ba7a669d87_S.jpg,"Le cocktail Mimosa : un ""champagne orange"" à réaliser avec du jus d'orange fraîchement pressé.",Direct au verre; Cocktail classique; Jus d’orange; Champagne,6 cl de jus d'orange pressé et filtré; 6 cl de Champagne,Verser directement dans une flûte le jus d'orange.; Compléter avec le Champagne.; Remuer à l'aide d'une cuillère à mélange.,"Le Mimosa est devenu une boisson emblématique des brunchs, notamment aux États-Unis, où il est souvent associé aux dimanches festifs et aux événements élégants. Il est également servi dans les hôtels de luxe, les croisières et les brunchs de première classe en avion.; Son succès tient à sa simplicité, sa fraîcheur et son association avec la fête et la détente. Il est aussi une alternative légère et pétillante aux cocktails plus forts. Un grand classique, parfait pour porter un toast en douceur !"
Tango,/media/k2/items/cache/464b3f74fd6601955ccb022f610c3111_S.jpg,"Le cocktail Tango : la recette ultra simple de la ""bière grenadine"".",Direct au verre; Sirop de grenadine; Bière,3 cl de sirop de grenadine; 22 cl de bière blonde,Insérer le sirop de grenadine dans un verre à bière.; Compléter avec la bière blonde.,"Le cocktail Tango est la recette très simple d'une ""bière grenadine"", boisson servie très couramment dans les bars/brasseries."
Tequila sunrise,/media/k2/items/cache/2fa67f482133f1c934235b73c2a03954_S.jpg,Tequila sunrise : c'est le lever du soleil qui aurait inspiré l'inventeur de ce cocktail au dégradé.,Direct au verre; Cocktail classique; Jus d’orange; Sirop de grenadine; Tequila,5 cl de tequila; 9 cl de jus d'orange; 1 cl de sirop de grenadine,Remplir le verre de glace.; Ajouter la tequila puis le jus d'orange.; Finir avec le sirop de grenadine qui va se déposer au fond du verre.; Ajouter une rondelle d'orange en décoration.,"Coloré, rafraîchissant et évocateur de plages ensoleillées, le Tequila Sunrise est un cocktail emblématique à base de tequila, de jus d'orange et de grenadine. Derrière son apparence spectaculaire rappelant un lever de soleil, se cache une histoire fascinante qui traverse plusieurs décennies.; L’origine du premier Tequila Sunrise remonte aux années 1930 à Tijuana, au Mexique, où un mélange de tequila, de crème de cassis, de citron vert et d’eau gazeuse était servi sous ce nom. Toutefois, cette version originale reste aujourd’hui peu connue.; C’est dans les années 1970, au Trident Bar de Sausalito, en Californie, que le cocktail prend la forme que nous connaissons aujourd’hui. Il est alors revisité par les barmen Bobby Lozoff et Billy Rice, qui remplacent les ingrédients initiaux par de la tequila, du jus d’orange et de la grenadine. Son succès est immédiat, notamment lorsqu’il est découvert par Mick Jagger lors d’une fête organisée pour le lancement d’une tournée des Rolling Stones. Le cocktail devient alors la boisson phare du groupe et gagne en popularité dans tout le pays.; Le Tequila Sunrise devient si iconique qu’il inspire même une chanson des Eagles en 1973, ainsi qu’un film du même nom en 1988. Aujourd’hui, ce cocktail est toujours un incontournable des bars et des vacances au soleil, apprécié pour son goût sucré et sa présentation en dégradé, digne d’un lever de soleil dans un verre."
Old Fashioned,/media/k2/items/cache/8dc425b2acbf9c68064b8a63eae1ffbc_S.jpg,Le cocktail Old Fashioned : Renouez avec un classique à l'ancienne !,Direct au verre; Cocktail classique; Angostura bitters; Whisky,6 cl de whisky; 1 morceau de sucre; 3 à 4 traits de bitter aromatique (Angostura...),Insérer le sucre dans un verre puis le dissoudre dans un peu d'eau.; Verser quelques traits de bitter aromatique (Angostura...).; Insérer quelques glaçons.; Verser le whisky.; Remuez à l'aide d'une cuillère à mélange.; Garnir avec un zeste de citron.,"L’histoire du Old Fashioned remonte à la fin du XIXe siècle. Le cocktail aurait été créé autour de 1880 au Pendennis Club de Louisville, dans le Kentucky, un établissement très fréquenté par des membres de la haute société américaine. À cette époque, la tendance était de créer des cocktails de plus en plus complexes, avec de nombreux ingrédients et garnitures. Cependant, certains clients, préférant un mélange plus sobre, demandaient une version plus simple des cocktails, à base de whisky, de sucre, d'eau, et d'amers. Ce retour à la simplicité aurait donné naissance à ce que l’on connaît aujourd’hui sous le nom de Old Fashioned.; Le cocktail est souvent appelé ainsi en raison de la demande des consommateurs pour des boissons « à l’ancienne » ou old-fashioned. Ils désiraient un retour à un style plus épuré, sans les ajouts de liqueurs exotiques ou de garnitures trop élaborées. Ce qui faisait le charme de l’Old Fashioned, c'était justement cette simplicité : il ne comporte que du whisky (généralement du bourbon ou du seigle), du sucre, des amer (comme les Angostura bitters), et un zeste d'orange ou de citron. On commence par dissoudre le sucre avec un peu d'eau, puis on ajoute des amers, avant d'incorporer le whisky et de mélanger le tout avec de la glace."
